"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ybhF",-1.90273399221869,2.62439581124819,-3.02392332936664,0.0311049862333905,0.879102183635087,-3.18195786525642
"yfiL",-3.25506567334565,1.46868424715924,-3.02169812218051,0.0311819006983404,0.879102183635087,-3.18418725468943
"yobF",-3.25999342837583,1.47224272771323,-3.01470023957558,0.0314251870414964,0.879102183635087,-3.19120447122896
"ftsA",2.3177523271276,2.37664940943359,3.01415002948035,0.0314444062255909,0.879102183635087,-3.19175659887975
"yibF",3.3282195869314,2.66257566954512,3.00357517647476,0.0318163841428361,0.879102183635087,-3.20237954676001
"ybcY",-3.4584696022192,1.55573215981368,-3.00150468550604,0.031889795355944,0.879102183635087,-3.20446195294699
"secE",-1.47621432897509,4.97337921818878,-2.93337213706354,0.034415480210904,0.879102183635087,-3.27343955009526
"trmD",1.91861686399099,2.37550355345884,2.92825334249129,0.0346141562969687,0.879102183635087,-3.27865707119991
"yegU",-3.06914979241455,5.82632225331344,-2.92118798030599,0.034890508452933,0.879102183635087,-3.28586672372151
"yjhR",-2.17586433861416,6.02094124519407,-2.91442958235298,0.0351571789829035,0.879102183635087,-3.29277182833186
"StyR-44",-4.35761042045968,1.94889763612153,-2.89134499849379,0.0360854764062536,0.879102183635087,-3.31642128034344
"ileT",-3.98001393437439,1.79707951938711,-2.88664095593564,0.0362779998724699,0.879102183635087,-3.32125247646724
"sufI",-1.89465862749009,7.09277551451527,-2.88595460854034,0.0363061865203142,0.879102183635087,-3.32195771608783
"murI",3.68594400945044,4.76921744885921,2.88239042235364,0.036452955263277,0.879102183635087,-3.3256213988989
"treB",1.49032861637878,3.61506141699414,2.88121441638097,0.0365015278440786,0.879102183635087,-3.32683074486906
"fecB",1.8928573286775,4.24280838651497,2.85880748638985,0.0374410252214214,0.879102183635087,-3.34992118293162
"bioB",1.73613849035934,1.69554498265442,2.8577521427446,0.0374859391357033,0.879102183635087,-3.35101097334853
"ybgQ",1.64150580046827,3.86502651636116,2.84764486459282,0.0379191650252057,0.879102183635087,-3.36145838064424
"lldR",1.57966685228178,4.26983267044191,2.84504225854367,0.0380316270327179,0.879102183635087,-3.36415156115449
"hisQ",2.36309186902716,2.3923729317264,2.84375508385339,0.0380873857116409,0.879102183635087,-3.3654839833282
"dedD",-1.9504520753886,5.72628149023053,-2.8192352798014,0.0391672424010455,0.879102183635087,-3.39092260207839
"ymgG",1.49205210233391,6.71268430641172,2.81661963724719,0.0392844460659502,0.879102183635087,-3.39364261193006
"ptrA",1.90091327234491,5.36682911706017,2.80928747626754,0.0396150895236656,0.879102183635087,-3.40127382921058
"trpE",3.76244508897144,3.2549063560127,2.80736590810874,0.0397022569195769,0.879102183635087,-3.40327535249124
"glyS",1.36504318473198,2.90900721866865,2.79341406171238,0.0403416238993962,0.879102183635087,-3.41782733419161
"yoaG",-1.31672654760701,0.463920750292681,-2.79290572207041,0.0403651359316104,0.879102183635087,-3.41835818904695
"narU",-1.54136327576571,0.750780069602818,-2.79275611416847,0.0403720586053077,0.879102183635087,-3.41851443200461
"djlB",1.48686401854905,3.41762779710002,2.78084413758728,0.0409275355809635,0.879102183635087,-3.43096733082605
"lacA",-1.30504207629248,0.461583856029775,-2.7681218162146,0.0415302529858631,0.879102183635087,-3.44429480708867
"ybfA",-2.2615860200974,9.45345987099322,-2.76016608407922,0.0419121902135192,0.879102183635087,-3.45264328395899
"pqqL",1.33055243973688,2.630980091818,2.75171463856344,0.0423222271712988,0.879102183635087,-3.46152395260853
"ytfQ",2.62537558005587,3.57691360899294,2.74755688645339,0.0425255896055072,0.879102183635087,-3.46589738673042
"glpD",-1.70876830465039,7.54076560257,-2.74639349785165,0.0425826879116901,0.879102183635087,-3.46712165838608
"ftsN",2.08859536902994,5.41670286477577,2.72543482161183,0.0436261120491219,0.879102183635087,-3.48921685002629
"nuoG",1.69947998371756,2.77219763218724,2.71348047876141,0.0442340020144296,0.879102183635087,-3.50185289701424
"ybjC",1.64058701111947,5.68850987437265,2.71049104433819,0.0443874886148539,0.879102183635087,-3.50501657799212
"yfcY",3.42327191998711,4.73128323988755,2.70869048967529,0.0444802206915513,0.879102183635087,-3.50692280816649
"pepP",-1.35725439670998,4.62264637181986,-2.69845323329597,0.0450115763126556,0.879102183635087,-3.51777123194751
"ydiS",1.98433210242908,4.85323792814496,2.69830149612626,0.0450195050517984,0.879102183635087,-3.51793215976814
"fliS",1.4371025191284,6.60278786296074,2.68734680637568,0.0455960489630666,0.879102183635087,-3.52956050328866
"nrdF",-1.26214737115723,0.453004915002724,-2.67713795351624,0.0461407404945743,0.879102183635087,-3.54041505567816
"trmE",-3.10806699559236,5.92988808331373,-2.67647628140045,0.0461762927408554,0.879102183635087,-3.5411191712581
"ycaD",-1.27718053505711,0.604970080412245,-2.66653131745142,0.0467143289557776,0.879102183635087,-3.55171072347937
"yfcV",-1.24467382901967,0.449510206575214,-2.64007486254302,0.0481798718114835,0.879102183635087,-3.57996567950309
"ygaP",1.96644395181562,4.01843817408412,2.63908643691363,0.0482356054373228,0.879102183635087,-3.58102348631158
"rrsB",-2.79789932650563,4.87178213993729,-2.63870981113223,0.0482568607713491,0.879102183635087,-3.58142659001115
"aas",3.38290075235587,4.87502388483126,2.63757898849529,0.0483207425761776,0.879102183635087,-3.58263704934455
"ompN",1.8245838595008,4.52131995944166,2.63050482129453,0.0487225074059571,0.879102183635087,-3.59021404268651
"tRNA",-3.35728057107104,1.61162604990977,-2.6283330016018,0.0488465941603978,0.879102183635087,-3.59254183362864
"glyV",-3.35728057107104,1.61162604990977,-2.6283330016018,0.0488465941603978,0.879102183635087,-3.59254183362864
"cysM",-2.50895439008861,1.65421684552612,-2.62817013359562,0.0488559137242607,0.879102183635087,-3.59271642837723
"ydbJ",-1.23754938848192,0.448085318467663,-2.62496322772362,0.0490398200235622,0.879102183635087,-3.59615509407928
"ybfN",1.13309212707455,9.51887477448692,2.62442924194804,0.0490705169431123,0.879102183635087,-3.59672782886061
"cmk",1.87346006886732,6.61688778073145,2.62089160362131,0.0492744217196187,0.879102183635087,-3.60052331805722
"fecR",1.2795877075365,5.89119883861219,2.61866965548107,0.0494029718449671,0.879102183635087,-3.60290823038933
"yebY",-1.234524819659,0.447480404703078,-2.61854782158809,0.0494100312460213,0.879102183635087,-3.60303902246428
"nagB",-1.58161171816327,7.19008177964546,-2.61813170040604,0.0494341509157064,0.879102183635087,-3.60348575778132
"PK-G12rRNA",3.10231425994993,2.55896963168706,2.61272535804817,0.0497487077311864,0.879102183635087,-3.60929232358429
"tatB",-1.50895268766841,7.28526777128302,-2.60876197226451,0.0499807175002816,0.879102183635087,-3.61355202805288
"tRNA",-3.93425491091969,1.86847362315218,-2.59806414574238,0.0506129528456311,0.879102183635087,-3.62506191219604
"pcm",1.20531714446445,3.31899769279684,2.59046523476279,0.0510674198242183,0.879102183635087,-3.63324843412459
"bet",1.85274353170245,1.96461908015237,2.58810687172153,0.0512093826399987,0.879102183635087,-3.6357909768401
"fliH",2.03352632271589,7.57636176560995,2.5769839405871,0.0518848420333013,0.879102183635087,-3.64779406584369
"ycgK",1.28058965748295,4.90553737582756,2.5759474530287,0.051948284491669,0.879102183635087,-3.64891353288121
