"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","g"
"essD",1.59424019525321,5.27569427238986,1.81958680360221,0.131297989617448,0.879102183635087,-4.49543467211933,"STABLE"
"yncH",-1.17447067773986,0.764810144016442,-1.80177194947354,0.134281024196177,0.879102183635087,-4.51561888783641,"STABLE"
"yafF",-3.57579658830304,2.07805086630737,-1.79183908829923,0.135974424576086,0.879102183635087,-4.52686539841997,"STABLE"
"yeeW",1.37323106142987,5.68897859914456,1.79128635960682,0.13606929807836,0.879102183635087,-4.52749105936098,"STABLE"
"rpsP",-2.45074911820931,1.4857192596158,-1.78944621778256,0.136385640447643,0.879102183635087,-4.52957387553246,"STABLE"
"yiiS",1.53502123823826,4.51420982966857,1.76689368890533,0.140324506831981,0.879102183635087,-4.55508316920157,"STABLE"
"ninE",-2.06926131739452,4.79891702534446,-1.76277441078977,0.14105643625213,0.879102183635087,-4.55973879721478,"STABLE"
"yhcN",-3.62936188431809,2.14870250937209,-1.72890656199925,0.147223907397103,0.879102183635087,-4.59796707836208,"STABLE"
"yjbD",-2.77178029776106,1.6965464466617,-1.71409950997122,0.150005926430631,0.879102183635087,-4.61464995289186,"STABLE"
"rpmC",-2.81200377842659,2.28448171498568,-1.69105777945401,0.154441572415977,0.879102183635087,-4.64056881173497,"STABLE"
"ychH",-0.83084283226459,5.505022882459,-1.67862039638819,0.156890731746471,0.879102183635087,-4.65453621483589,"STABLE"
"yafQ",0.736259439273911,9.27266872611225,1.62181038966527,0.168584408858461,0.879102183635087,-4.71809987404887,"STABLE"
"npr",1.15348666677774,8.25097982845026,1.58599691449012,0.176400282106839,0.879102183635087,-4.75794290697322,"STABLE"
"yhdV",1.36644712001907,8.165253525584,1.56984902401879,0.180041172601474,0.879102183635087,-4.77584194620588,"STABLE"
"hokA",0.937504970237668,6.30037081534079,1.53511367670532,0.188126659293871,0.879102183635087,-4.81419166105244,"STABLE"
"amiA",-2.10563422126295,5.69319841893299,-1.53311276706915,0.188603162847614,0.879102183635087,-4.81639406905111,"STABLE"
"yeeD",0.791673109402663,8.70627031480186,1.51641177398815,0.192626887285,0.879102183635087,-4.83474683075459,"STABLE"
"yiaG",-2.50708533009286,1.68005454951253,-1.49306216500743,0.198393632163367,0.879102183635087,-4.8603119135969,"STABLE"
"ydaQ",-3.03618156390617,1.99368282327113,-1.49103552047319,0.198902034634595,0.879102183635087,-4.86252547849802,"STABLE"
"kdpF",1.53574917298121,1.27030713803178,1.48723496503689,0.199858862600626,0.879102183635087,-4.8666741870708,"STABLE"
"ygcO",-1.67431383172828,1.29550097766892,-1.48006623320451,0.201675870802204,0.879102183635087,-4.87449107285614,"STABLE"
"ybiJ",-2.89107898352487,2.71202762380395,-1.47336786440754,0.203388163262465,0.879102183635087,-4.88178481190147,"STABLE"
"dicC",0.981340809200942,9.5488842149718,1.45730605299474,0.207551654885081,0.879102183635087,-4.89923277655345,"STABLE"
"yffM",-2.87888469845455,1.95798260057541,-1.41889559828447,0.217844691516073,0.879102183635087,-4.94070769149245,"STABLE"
"yfaH",-2.69572733584166,2.69466738605691,-1.4154164937347,0.218800865517862,0.879102183635087,-4.94444604905722,"STABLE"
"tatA",-1.27639962771584,7.84603756342997,-1.41215580245986,0.219700660838684,0.879102183635087,-4.94794685170392,"STABLE"
"yebW",-3.26530522048984,3.28006894586191,-1.40285319603602,0.222287235062212,0.879102183635087,-4.9579190442502,"STABLE"
"rpoZ",0.665306009120687,11.1398316053586,1.39566105093191,0.224306910070297,0.879102183635087,-4.96561294473121,"STABLE"
"yeeT",-0.881094358193845,5.87048207880971,-1.39265016771908,0.225157602930669,0.879102183635087,-4.96882969279694,"STABLE"
"rpsO",0.68051687039146,7.43339949574028,1.37836229014863,0.229236523290625,0.879102183635087,-4.98406014071644,"STABLE"
"intG",1.95294271289792,5.97355103709097,1.37334382328011,0.230685787454618,0.879102183635087,-4.98939597875577,"STABLE"
"hybG",-3.11740056502457,3.09104066933062,-1.36914316830923,0.231905554189249,0.879102183635087,-4.99385671219386,"STABLE"
"bglG",-1.45883506902259,5.57121045628765,-1.35907906334504,0.234852807719037,0.879102183635087,-5.00452295833222,"STABLE"
"ydiH",2.98180639796278,2.38544511837022,1.34682423051745,0.238489386670396,0.879102183635087,-5.01747026138123,"STABLE"
"ychS",-2.72459612179109,2.65760557915116,-1.34675784108829,0.238509231297806,0.879102183635087,-5.0175402783246,"STABLE"
"pheM",-2.56322162908243,1.85052409223101,-1.31282599121247,0.248857329299592,0.879102183635087,-5.05314548410392,"STABLE"
"cspG",1.32593472048287,6.99623649423855,1.28892009804678,0.256398016526561,0.879102183635087,-5.07800468040508,"STABLE"
"ybgE",1.93335837182699,1.9160336945798,1.27134562807742,0.262076148512446,0.879102183635087,-5.09615470774612,"STABLE"
"ygbF",-2.55031864012882,1.80944764947018,-1.26333612536524,0.264702252886109,0.879102183635087,-5.10439012755704,"STABLE"
"hokC",1.20951060144193,3.50605045042649,1.2599291753633,0.265826628121389,0.879102183635087,-5.1078861346572,"STABLE"
"rpsU",0.53450097729724,9.3175559459134,1.25726978304055,0.26670734087022,0.879102183635087,-5.11061209634242,"STABLE"
"pptA",-1.45423854867293,2.63742292780634,-1.25108127717401,0.26876717408248,0.879102183635087,-5.11694543101948,"STABLE"
"ybfE",0.866400535720222,10.2455132442402,1.2417621795341,0.271896542091991,0.879102183635087,-5.12645570477324,"STABLE"
"yejL",-1.04642040626001,5.49199859203788,-1.2401364984247,0.272445851173838,0.879102183635087,-5.12811138549199,"STABLE"
"ydaS",-3.0242944969287,3.21957843754592,-1.23984618173864,0.272544054320177,0.879102183635087,-5.12840695406951,"STABLE"
"ytfK",-1.94516984048945,3.46746595687711,-1.22569919374996,0.277368762264877,0.879102183635087,-5.14277073846325,"STABLE"
"yceK",-2.94671127914077,3.04683276719669,-1.22473308373204,0.277701066721322,0.879102183635087,-5.14374882969414,"STABLE"
"ybiI",0.590346267535329,5.8831318210408,1.21923035595254,0.279600702900978,0.879102183635087,-5.14931282640419,"STABLE"
"nuoK",-2.1142883497304,1.64517695078593,-1.20552282851374,0.284384138940925,0.879102183635087,-5.16312075016116,"STABLE"
"yhfG",1.558926836798,2.23935151604378,1.19843868433171,0.286885153755377,0.879102183635087,-5.17022709604695,"STABLE"
"rplY",-1.01087844053867,0.869936253980796,-1.19779606949782,0.287113004118508,0.879102183635087,-5.17087071118954,"STABLE"
"minE",-2.77826560054572,4.20110429550142,-1.19715450725019,0.287340644018796,0.879102183635087,-5.17151310307366,"STABLE"
"ihfB",-1.01807646426801,6.32208341705118,-1.18504899208303,0.291666510338531,0.879102183635087,-5.18360235969497,"STABLE"
"yedF",2.69005645608221,2.15260196957911,1.17678916872123,0.29465161151118,0.879102183635087,-5.19181586674389,"STABLE"
"yfhL",0.666255783058675,4.633373516795,1.1700218333736,0.297117685939871,0.879102183635087,-5.19852362038354,"STABLE"
"ymgE",1.90956266534515,1.52765013227612,1.16503012593577,0.2989485071534,0.879102183635087,-5.20345874632979,"STABLE"
"yccJ",0.83766079130789,5.88517193679871,1.15930109881052,0.301062149737491,0.879102183635087,-5.2091094821648,"STABLE"
"yaaY",-2.47131498876568,2.89515897675222,-1.14997794440092,0.304530225989864,0.879102183635087,-5.21827437051068,"STABLE"
"yjfN",-2.28192264065578,1.81410046644157,-1.14861858218569,0.305038840549464,0.879102183635087,-5.21960743380337,"STABLE"
"ycaR",-1.92284808704345,3.57743006246122,-1.13539568268821,0.31002565910374,0.879102183635087,-5.23253114291631,"STABLE"
"rpsT",-0.952598828192179,11.8707229444215,-1.12459245867518,0.314153207183833,0.879102183635087,-5.24303071023638,"STABLE"
"lsrG",-0.914544246740601,0.830595923162851,-1.12320275719828,0.314687660007004,0.879102183635087,-5.24437742994769,"STABLE"
"ydfC",-2.25464170075461,2.77891711300712,-1.10905114833402,0.320175682457188,0.879102183635087,-5.25803973082243,"STABLE"
"infA",0.646565591760481,7.60028192692211,1.10651893883307,0.32116646302983,0.879102183635087,-5.26047437433719,"STABLE"
"ynbE",1.60104472296437,1.29921008024365,1.10446295673997,0.321972877641677,0.879102183635087,-5.26244888139838,"STABLE"
"bdm",-2.07900800332904,2.57369322501012,-1.09629732006151,0.325193125322136,0.879102183635087,-5.27027081228536,"STABLE"
"hupA",-1.75385402407184,1.48437986098202,-1.09448066497502,0.325913351788118,0.879102183635087,-5.27200660281986,"STABLE"
"sra",-2.59466979085483,3.19523582665208,-1.09394974593517,0.326124100239759,0.879102183635087,-5.27251358514461,"STABLE"
"tatE",-1.3307093569792,7.62529507535936,-1.0926878186515,0.326625497824955,0.879102183635087,-5.27371806505302,"STABLE"
"yjbJ",-1.85675594670155,1.56545308391224,-1.08864487742177,0.328236376304528,0.879102183635087,-5.27757170056959,"STABLE"
"pspD",1.82667240334955,1.46133792267964,1.07518695631188,0.333648255899791,0.879102183635087,-5.29034117524575,"STABLE"
"aaeX",-2.43145758985644,4.54776363805246,-1.06978676720618,0.335841411807248,0.879102183635087,-5.2954396084042,"STABLE"
"cspI",-2.17540122333512,2.1782586994021,-1.06530754385284,0.337669943149857,0.879102183635087,-5.29965732130929,"STABLE"
"glgS",1.95079139107395,1.56063311285916,1.06243285115341,0.338847965970762,0.879102183635087,-5.3023587873756,"STABLE"
"chpS",-1.35677938940479,1.77855787218946,-1.0619480315292,0.339046987837438,0.879102183635087,-5.30281397496901,"STABLE"
"ymgI",-3.26950290778838,4.03523272766946,-1.05303428207164,0.342724037106007,0.879102183635087,-5.31116132650777,"STABLE"
"yiiF",-0.793730577708704,8.7882899789784,-1.04289682521383,0.346947250661052,0.879102183635087,-5.32060436159094,"STABLE"
"rpsR",-1.96821157530292,1.69399735014605,-1.04015346306991,0.348097714467929,0.879102183635087,-5.32315050432853,"STABLE"
"ybdZ",-2.48350679807879,4.62705152139638,-1.0381135731607,0.348955269275045,0.879102183635087,-5.32504116098669,"STABLE"
"ldrB",-2.75459428153643,3.45903241834244,-1.03471724450896,0.350387041199257,0.879102183635087,-5.32818410922402,"STABLE"
"essD",-1.88872849105602,3.41624120591206,-1.03249837199051,0.351325128061305,0.879102183635087,-5.33023411630605,"STABLE"
"relB",2.12229417596035,2.35674066655788,1.01985431462959,0.356711391647218,0.879102183635087,-5.34186525944852,"STABLE"
"ypjK",-1.79696200009354,1.58672824782704,-1.01959518011788,0.356822505588618,0.879102183635087,-5.34210272694001,"STABLE"
"ydfZ",-0.912272508555956,7.35627870858992,-1.01588755363332,0.358415488658177,0.879102183635087,-5.34549632261681,"STABLE"
